container,crop,rep,bay,reservoir_size_liters,plant,date,pH,EC,h2o_temp_C,d.o.,plant_height_cm,harvest_fresh_mass_g,harvest_dry_mass_g,PAR_CCT,PAR_CRI (Ra),PAR_DLI,PAR_ä½D (380~780 nm),PAR_ä½p (380~780 nm),PAR_Illuminance,PAR_PPFD (400 - 700 nm),PAR_PPFD B (400 - 499 nm),PAR_PPFD FR (701 - 780 nm),PAR_PPFD G (500 - 599 nm),PAR_PPFD R (600 - 700 nm),PAR_PPFD UV (380 - 399 nm),PAR_R/B,PAR_R/FR,PAR_YPFD (380 - 780 nm),PAR_YPFD (400 - 700 nm),PAR_YPFD B (400 - 499 nm),PAR_YPFD FR (701 - 780 nm),PAR_YPFD G (500 - 599 nm),PAR_YPFD R (600 - 700 nm),PAR_YPFD UV (380 - 399 nm),solution_K_ppmK,solution_Ca_ppmCA,solution_Mg_ppmMg,solution_Na_ppmNa,solution_P_ppmN,solution_S_ppmS,solution_Cl_ppmCl,solution_NH4N_ppmNH4N,solution_NO3N_ppmNO3N,solution_ALK_ppmCaCO3,solution_pH,solution_EC,solution_Urea_ppmurea,solution_Fe_ppm_Fe,solution_Mn_ppmMn,solution_B_ppmB,solution_Cu_ppmCu,solution_Zn_ppmAn,solution_Mo_ppmMo,solution_Al_ppmAl,tissue_N_%,tissue_P_%,tissue_K_%,tissue_Ca_%,tissue_Mg_%,tissue_S_ppm,tissue_Fe_ppm,tissue_Mn_ppm,tissue_B_ppm,tissue_Cu_ppm,tissue_Zn_ppm,tissue_Mo_ppm,tissue_Na_ppm,tissue_Al_ppm
FS2,basil,2,204,150,406,20181029,5.9,2.4,26,NA,34,NA,NA,0,0,38.17,0,663,7794,441.78,126.99,8.251,25.762,289.06,0.3349,2.28,35.03,384.18,382.14,92.863,1.8288,22.755,266.57,0.1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,407,20181029,5.9,2.4,26,NA,27,NA,NA,0,0,36.929,0,663,7410,427.42,120.36,7.5962,23.684,283.41,0.3054,2.35,37.31,372.54,370.68,88.066,1.6681,20.938,261.72,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,408,20181029,5.9,2.4,26,NA,15,NA,NA,0,0,26.438,0,662,5656,306,85.236,6.2551,19.607,201.17,0.2671,2.36,32.16,266.99,265.56,62.361,1.2721,17.328,185.89,0.1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,409,20181029,5.9,2.4,26,NA,12,NA,NA,0,0,21.709,0,662,4684,251.26,71.377,4.7782,16.373,163.52,0.2059,2.29,34.22,218.97,217.82,52.222,1.0302,14.481,151.14,0.1217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,410,20181029,5.9,2.4,26,NA,25,NA,NA,0,0,36.755,0,662,7626,425.41,123.24,7.6848,25.427,276.77,0.3519,2.25,36.02,370.13,368.25,90.166,1.6725,22.462,255.66,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,411,20181029,5.9,2.4,26,NA,23,NA,NA,0,0,35.617,0,662,7391,412.23,117.35,7.7369,24.795,270.11,0.2776,2.3,34.91,359.02,357.21,85.849,1.6523,21.913,249.48,0.1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,412,20181029,5.9,2.4,26,NA,24.5,NA,NA,0,0,33.778,0,663,6927,390.95,111.26,6.8776,23.134,256.57,0.2851,2.31,37.3,340.32,338.62,81.391,1.5372,20.442,236.82,0.1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,413,20181029,5.9,2.4,26,NA,30,NA,NA,0,0,32.931,0,662,6578,381.15,105.95,6.6953,20.961,254.26,0.2363,2.4,37.97,332.5,330.89,77.509,1.466,18.525,234.89,0.1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,414,20181029,5.9,2.4,26,NA,17,NA,NA,0,0,25.028,0,662,5133,289.68,80.573,5.6602,16.945,192.18,0.2733,2.39,33.95,252.78,251.44,58.949,1.1797,14.973,177.54,0.1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,415,20181029,5.9,2.4,26,NA,23.5,NA,NA,0,0,31.847,0,662,6425,368.6,102.99,6.5439,20.731,244.9,0.2466,2.38,37.42,321.48,319.9,75.355,1.4284,18.322,226.26,0.1462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,416,20181029,5.9,2.4,26,NA,30,NA,NA,0,0,36.093,0,662,7505,417.75,115.11,7.6809,25.002,277.66,0.3698,2.41,36.15,364.65,362.77,84.22,1.6655,22.097,256.49,0.2175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,417,20181029,5.9,2.4,26,NA,21,NA,NA,0,0,28.297,0,662,5906,327.52,91.137,6.1701,19.919,216.48,0.2742,2.38,35.08,285.7,284.2,66.67,1.3324,17.603,199.95,0.1618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,204,150,418,20181029,5.9,2.4,26,NA,24,NA,NA,0,0,28.31,0,663,5671,327.66,92.014,5.9213,18.372,217.3,0.2377,2.36,36.7,285.52,284.07,67.307,1.3046,16.237,200.55,0.1408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,501,20181029,5.9,2.2,25,NA,20,NA,NA,0,0,29.838,0,663,5683,345.35,90.351,6.352,17.836,237.18,0.213,2.62,37.34,301.84,300.29,66.109,1.4223,15.765,218.44,0.1257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,502,20181029,5.9,2.2,25,NA,27,NA,NA,0,0,38.25,0,664,7673,442.71,121.11,8.1944,25.507,296.11,0.3228,2.44,36.13,385.79,383.75,88.616,1.8568,22.54,272.63,0.1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,503,20181029,5.9,2.2,25,NA,28,NA,NA,0,0,36.78,0,664,7387,425.69,110.45,8.4604,24.621,290.64,0.3021,2.63,34.35,372.12,370.09,80.819,1.8523,21.763,267.54,0.1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,504,20181029,5.9,2.2,25,NA,23,NA,NA,0,0,30.008,0,663,6161,347.32,96.411,6.415,21.037,229.89,0.2415,2.38,35.84,302.76,301.2,70.573,1.4151,18.591,212.06,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,505,20181029,5.9,2.2,25,NA,17,NA,NA,0,0,30.2,0,663,6053,349.53,98.968,6.3726,20.077,230.51,0.2867,2.33,36.17,304.3,302.72,72.44,1.4149,17.738,212.57,0.1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,506,20181029,5.9,2.2,25,NA,23,NA,NA,0,0,30.584,0,663,5969,353.98,98.282,6.5301,19.115,236.6,0.2814,2.41,36.23,308.52,306.93,71.932,1.4325,16.882,218.14,0.1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,507,20181029,5.9,2.2,25,NA,30,NA,NA,0,0,45.769,0,666,9259,529.74,157.66,10.707,30.025,342.08,0.3879,2.17,31.95,458.94,456.32,115.37,2.393,26.514,314.49,0.2289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,508,20181029,5.9,2.2,25,NA,26,NA,NA,0,0,46.752,0,666,9633,541.11,163.24,10.627,31.839,346.06,0.3854,2.12,32.56,468.34,465.65,119.45,2.4593,28.122,318.13,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,509,20181029,5.9,2.2,25,NA,28,NA,NA,0,0,42.023,0,665,8612,486.38,134.5,9.3544,28.836,323.08,0.3349,2.4,34.54,423.53,421.22,98.437,2.1116,25.487,297.34,0.1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,510,20181029,5.9,2.2,25,NA,15,NA,NA,0,0,29.851,0,663,6162,345.5,96.933,6.4547,21.218,227.37,0.2812,2.35,35.22,300.89,299.32,70.945,1.394,18.75,209.66,0.1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,511,20181029,5.9,2.2,25,NA,23,NA,NA,0,0,39.406,0,663,8208,456.09,135.42,8.7189,28.159,292.54,0.3779,2.16,33.55,395.81,393.7,99.106,1.8733,24.867,269.77,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,512,20181029,5.9,2.2,25,NA,30,NA,NA,0,0,45.113,0,666,9284,522.15,157.94,10.115,30.991,333.25,0.3763,2.11,32.95,452.11,449.6,115.59,2.2818,27.382,306.67,0.2224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,513,20181029,5.9,2.2,25,NA,29.5,NA,NA,0,0,40.612,0,665,8111,470.05,131.35,9.1099,26.373,312.35,0.3899,2.38,34.29,409.1,406.83,96.105,2.044,23.295,287.46,0.2308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,514,20181029,5.9,2.2,25,NA,18.5,NA,NA,0,0,28.862,0,663,5778,334.06,85.922,6.5783,19.273,228.88,0.2657,2.66,34.79,292.35,290.74,62.873,1.4496,17.034,210.87,0.1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,515,20181029,5.9,2.2,25,NA,23.5,NA,NA,0,0,35.739,0,664,7098,413.64,111.38,7.4254,23.293,279,0.2656,2.51,37.57,361,359.16,81.509,1.6693,20.596,257.1,0.1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,516,20181029,5.9,2.2,25,NA,22,NA,NA,0,0,33.938,0,663,6894,392.8,110.27,6.7949,23.283,259.28,0.2628,2.35,38.16,342.1,340.39,80.711,1.5508,20.572,239.15,0.1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,517,20181029,5.9,2.2,25,NA,22,NA,NA,0,0,33.845,0,663,6879,391.72,112.15,6.7059,23.158,256.44,0.23,2.29,38.24,340.75,339.09,82.084,1.5183,20.471,236.57,0.1377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,205,75,518,20181029,5.9,2.2,25,NA,27,NA,NA,0,0,39.755,0,664,8049,460.12,133.78,8.6969,26.717,299.64,0.3781,2.24,34.45,399.74,397.61,97.901,1.9056,23.603,276.14,0.2231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,601,20181029,5.9,2.4,26,NA,13,NA,NA,0,0,22.009,0,663,4354,254.73,70.874,4.7586,13.813,170.06,0.2048,2.4,35.74,222.17,221.03,51.857,1.02,12.2,156.99,0.1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,602,20181029,5.9,2.4,26,NA,30,NA,NA,0,0,39.052,0,663,7832,451.99,128.39,8.1503,24.81,298.82,0.3245,2.33,36.66,393.57,391.55,93.938,1.8189,21.908,275.74,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,603,20181029,5.9,2.4,26,NA,28,NA,NA,0,0,36.704,0,663,7339,424.81,120.75,7.7333,23.38,280.71,0.3556,2.32,36.3,369.99,368.08,88.358,1.6952,20.655,259.11,0.2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,604,20181029,5.9,2.4,26,NA,27,NA,NA,0,0,34.91,0,663,6997,404.06,117.82,6.7421,22.607,263.65,0.2956,2.24,39.11,351.28,349.6,86.227,1.515,19.97,243.44,0.1747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,605,20181029,5.9,2.4,26,NA,22,NA,NA,0,0,27.917,0,663,5577,323.12,92.427,5.5179,17.906,212.8,0.2571,2.3,38.57,281.28,279.9,67.648,1.2345,15.821,196.45,0.1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,606,20181029,5.9,2.4,26,NA,23,NA,NA,0,0,24.967,0,663,5070,288.97,82.955,4.8393,16.581,189.44,0.1854,2.28,39.15,251.47,250.26,60.713,1.0956,14.651,174.92,0.1099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,607,20181029,5.9,2.4,26,NA,24,NA,NA,0,0,34.835,0,662,6873,403.18,110.73,7.1351,21.574,270.9,0.2628,2.45,37.97,351.84,350.11,81.021,1.5841,19.057,250.07,0.1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,608,20181029,5.9,2.4,26,NA,17,NA,NA,0,0,30.448,0,662,6310,352.41,99.37,6.7509,21.108,231.95,0.2834,2.33,34.36,307.14,305.53,72.708,1.4342,18.653,214.2,0.1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,609,20181029,5.9,2.4,26,NA,20,NA,NA,0,0,34.031,0,662,6959,393.88,113.54,7.032,22.899,257.46,0.3045,2.27,36.61,342.79,341.06,83.085,1.545,20.23,237.78,0.1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,610,20181029,5.9,2.4,26,NA,16,NA,NA,0,0,29.657,0,663,6162,343.26,100.17,6.2625,20.681,222.42,0.2685,2.22,35.52,298.5,296.98,73.305,1.3639,18.277,205.42,0.1579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,611,20181029,5.9,2.4,26,NA,30,NA,NA,0,0,39.239,0,663,8088,454.15,135.14,7.9255,26.719,292.33,0.3661,2.16,36.88,394.28,392.31,98.896,1.74,23.593,269.87,0.2172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,612,20181029,5.9,2.4,26,NA,23.5,NA,NA,0,0,28.012,0,663,5929,324.21,93.877,5.9456,20.402,209.95,0.2449,2.24,35.31,282.04,280.6,68.701,1.2873,18.033,193.89,0.1466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,613,20181029,5.9,2.4,26,NA,33,NA,NA,0,0,40.462,0,663,8338,468.31,136.14,8.5603,27.091,305.11,0.3288,2.24,35.64,407.31,405.19,99.621,1.9093,23.919,281.7,0.1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,614,20181029,5.9,2.4,26,NA,24,NA,NA,0,0,34.421,0,663,6889,398.39,110.62,7.4129,22.065,265.73,0.3445,2.4,35.85,347.55,345.75,80.944,1.6008,19.489,245.35,0.2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,615,20181029,5.9,2.4,26,NA,29,NA,NA,0,0,35.988,0,662,7215,416.53,118.79,7.6533,23.075,274.68,0.3123,2.31,35.89,362.68,360.84,86.924,1.6659,20.383,253.56,0.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,616,20181029,5.9,2.4,26,NA,28,NA,NA,0,0,37.943,0,663,7766,439.16,129.89,7.7315,25.541,283.76,0.3221,2.18,36.7,381.45,379.54,95.048,1.7182,22.551,261.98,0.1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,617,20181029,5.9,2.4,26,NA,28.5,NA,NA,0,0,39.05,0,663,7998,451.97,135.82,7.8906,26.261,289.91,0.3507,2.13,36.74,392.2,390.25,99.406,1.7338,23.191,267.69,0.2076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,206,150,618,20181029,5.9,2.4,26,NA,19,NA,NA,0,0,16.74,0,663,3517,193.75,54.711,3.4164,11.983,127.07,0.1383,2.32,37.2,168.81,167.96,40.038,0.7654,10.596,117.34,0.0822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,207,75,701,20181029,5.9,2.2,26,NA,26,NA,NA,0,0,36.947,0,663,7316,427.63,117.1,7.6091,23.152,287.41,0.3366,2.45,37.77,373.13,371.21,85.665,1.714,20.46,265.13,0.1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,207,75,702,20181029,5.9,2.2,26,NA,18,NA,NA,0,0,32.524,0,663,6308,376.44,102.22,6.846,19.52,254.71,0.2782,2.49,37.21,328.71,327.04,74.786,1.5076,17.242,235.04,0.1639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,207,75,703,20181029,5.9,2.2,26,NA,19.5,NA,NA,0,0,34.34,0,663,6700,397.45,109.72,6.6315,20.779,266.98,0.2027,2.43,40.26,346.69,345.04,80.271,1.5347,18.362,246.45,0.1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,207,75,704,20181029,5.9,2.2,26,NA,18,NA,NA,0,0,34.293,0,663,6743,396.91,112.55,6.7901,21.183,263.2,0.2856,2.34,38.76,345.72,344.02,82.349,1.5342,18.713,243,0.1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,207,75,705,20181029,5.9,2.2,26,NA,27.5,NA,NA,0,0,39.487,0,663,8104,457.02,135.68,8.068,26.519,294.85,0.3231,2.17,36.55,396.91,394.91,99.272,1.7992,23.421,272.26,0.1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,207,75,706,20181029,5.9,2.2,26,NA,26,NA,NA,0,0,33.463,0,663,6728,387.31,105.83,7.2542,21.868,259.62,0.2958,2.45,35.79,338.02,336.28,77.422,1.5664,19.333,239.56,0.1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,207,75,707,20181029,5.9,2.2,26,NA,22,NA,NA,0,0,38.764,0,663,7920,448.66,124.27,8.0306,25.851,298.57,0.3386,2.4,37.18,391.13,389.08,90.897,1.8341,22.846,275.38,0.2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,207,75,708,20181029,5.9,2.2,26,NA,20,NA,NA,0,0,37.357,0,663,7680,432.37,117.77,8.3246,25.449,289.19,0.3452,2.46,34.74,377.4,375.37,86.144,1.8137,22.486,266.78,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,207,75,709,20181029,5.9,2.2,26,NA,10,NA,NA,0,0,27.156,0,663,5632,314.31,87.181,6.029,18.883,208.26,0.2118,2.39,34.54,274.11,272.7,63.775,1.2843,16.69,192.26,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FS2,basil,2,207,75,710,20181029,5.9,2.2,26,NA,14.5,NA,NA,0,0,28.014,0,663,5868,324.23,90.943,6.1382,19.912,213.39,0.2336,2.35,34.76,282.61,281.14,66.527,1.3289,17.605,197.03,0.1386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
